zone_id,sample_id,rssi_ap1,rssi_ap2,rssi_ap3,rssi_ap4,latency_ap1,latency_ap2,latency_ap3,latency_ap4
41,166,-72.44,-72.96,-74.3,-70.58,92.93,133.31,183.87,107.03
41,167,-70.24,-78.6,-82.28,-75.7,92.07,147.17,184.84,107.84
41,168,-71.51,-82.6,-67.4,-80.65,98.83,156.4,177.55,114.17
41,169,-70.77,-80.14,-77.86,-75.74,92.35,141.39,194.58,113.9
41,170,-78.25,-71.71,-68.74,-76.66,102.85,138.58,180.73,108.04
41,171,-75.83,-74.64,-72.62,-77.16,101.9,145.61,169.38,111.51
41,172,-78.4,-79.49,-74.91,-85.68,101.35,151.62,184.44,-1.0
41,173,-68.71,-89.29,-75.29,-81.08,97.15,-1.0,177.76,123.1
41,174,-74.99,-82.54,-70.95,-72.77,102.3,154.1,171.7,109.94
41,175,-73.76,-86.14,-69.43,-80.32,95.87,-1.0,178.16,112.99
41,176,-72.31,-85.49,-74.19,-71.99,100.18,-1.0,187.87,109.24
41,177,-80.27,-81.26,-73.38,-75.11,100.6,144.27,181.55,116.24
41,178,-76.46,-75.57,-74.64,-70.92,101.88,146.37,173.03,108.08
41,179,-74.35,-76.48,-71.41,-81.08,98.78,138.32,181.96,121.81
41,180,-71.79,-79.53,-74.63,-79.03,95.6,138.41,188.9,112.16
41,181,-74.16,-78.4,-78.98,-75.34,99.16,138.89,194.71,110.45
41,182,-77.01,-78.24,-83.59,-74.16,102.91,149.39,197.31,106.83
41,183,-69.69,-79.19,-71.89,-83.08,92.2,152.04,170.41,116.12
41,184,-77.04,-74.72,-67.26,-77.4,102.67,138.21,167.07,118.25
41,185,-70.49,-78.11,-69.65,-76.04,93.31,149.64,177.98,109.34
41,186,-75.62,-78.1,-74.62,-80.36,95.09,146.24,172.41,121.36
41,187,-75.49,-72.27,-71.61,-74.42,100.66,139.28,180.81,107.05
41,188,-71.75,-76.02,-69.12,-82.39,91.62,143.49,167.29,124.27
41,189,-75.74,-77.28,-69.04,-76.24,101.75,149.85,175.59,113.92
41,190,-76.3,-72.44,-76.83,-79.23,94.74,135.24,178.85,121.58
41,191,-79.29,-83.39,-74.31,-74.66,98.12,156.33,189.04,110.08
41,192,-73.19,-78.17,-66.76,-73.38,100.52,143.19,164.84,109.82
41,193,-73.86,-77.83,-70.91,-78.04,95.32,148.25,181.49,112.42
41,194,-74.06,-75.3,-74.43,-74.23,100.12,145.9,185.04,110.68
41,195,-69.42,-78.31,-67.35,-79.36,95.96,149.71,173.52,110.87
41,196,-70.55,-70.73,-71.83,-79.17,98.07,128.55,184.9,119.53
41,197,-74.84,-79.43,-65.52,-76.42,99.35,150.14,165.23,115.6
41,198,-77.27,-83.6,-70.65,-77.69,103.29,152.36,182.1,115.19
41,199,-69.74,-86.51,-71.37,-77.13,93.96,-1.0,167.69,113.49
41,200,-70.83,-82.28,-70.68,-80.27,95.8,148.16,182.02,118.44
42,1,-71.52,-75.92,-66.48,-83.68,91.24,135.92,172.37,126.17
42,2,-71.12,-73.23,-72.14,-76.33,94.47,133.34,172.19,118.69
42,3,-73.13,-78.04,-72.65,-75.62,95.14,144.48,184.32,108.25
42,4,-82.04,-77.19,-69.24,-71.2,106.39,140.32,175.58,102.95
42,5,-74.34,-77.74,-77.08,-76.79,96.43,149.3,187.92,112.2
42,6,-80.45,-75.47,-70.91,-81.9,104.81,144.24,170.79,117.24
42,7,-78.07,-74.9,-76.75,-86.61,100.66,145.56,184.11,-1.0
42,8,-78.27,-78.71,-80.35,-77.06,104.09,137.49,195.25,117.31
42,9,-74.02,-68.07,-72.0,-75.41,96.94,130.04,173.25,117.26
42,10,-74.14,-81.46,-73.06,-76.18,94.77,149.93,174.04,116.36
42,11,-75.69,-87.16,-70.08,-77.41,103.0,-1.0,178.6,114.65
42,12,-74.35,-79.64,-74.3,-73.91,93.45,151.61,182.42,112.46
42,13,-77.54,-74.72,-75.46,-72.78,100.8,139.19,186.37,111.96
42,14,-76.19,-77.73,-73.74,-79.01,100.08,146.16,187.0,117.25
42,15,-72.87,-80.65,-79.44,-80.0,92.52,145.71,180.84,111.57
42,16,-75.65,-77.47,-71.28,-76.37,94.41,137.82,177.09,118.9
42,17,-78.91,-78.27,-64.32,-76.57,98.27,151.0,158.52,116.33
42,18,-78.97,-76.72,-77.43,-76.35,104.1,139.0,187.94,108.76
42,19,-72.18,-77.41,-78.39,-72.37,96.26,145.38,181.68,107.81
42,20,-77.05,-73.0,-73.95,-76.01,100.27,132.99,182.57,111.74
42,21,-68.9,-74.49,-74.3,-75.58,91.35,136.09,178.17,117.66
42,22,-75.14,-80.67,-75.06,-70.4,96.78,145.55,187.29,106.74
42,23,-73.97,-81.58,-76.71,-76.61,100.05,145.64,183.33,114.78
42,24,-72.72,-79.93,-68.55,-76.23,91.34,144.67,166.38,117.98
42,25,-82.13,-77.28,-68.94,-80.33,104.15,141.33,166.5,114.78
42,26,-75.63,-79.02,-76.01,-75.78,98.36,137.64,190.22,118.18
42,27,-77.07,-74.06,-73.21,-69.11,99.71,140.92,180.17,110.08
42,28,-77.65,-78.76,-72.72,-78.69,99.14,142.16,176.38,113.71
42,29,-76.6,-80.11,-78.89,-73.06,102.21,140.79,194.93,111.33
42,30,-78.0,-74.44,-74.68,-73.69,98.48,136.44,184.87,111.08
42,31,-78.37,-82.59,-70.54,-76.31,97.77,154.95,175.18,114.67
42,32,-73.03,-78.11,-80.58,-67.63,98.17,137.12,196.59,108.6
42,33,-68.38,-75.13,-74.74,-74.96,91.97,144.42,183.41,115.32
42,34,-76.38,-81.97,-74.19,-81.65,99.4,152.47,188.08,123.13
42,35,-74.8,-77.31,-79.09,-76.56,94.6,147.93,193.58,108.39
42,36,-74.29,-83.82,-76.4,-84.45,96.07,153.41,190.56,120.47
42,37,-76.47,-81.9,-74.09,-79.79,101.0,144.9,172.08,119.81
42,38,-78.77,-75.33,-74.27,-66.79,100.58,139.15,182.75,108.03
42,39,-74.5,-84.96,-73.91,-72.43,96.03,152.41,183.24,110.17
42,40,-77.11,-75.09,-71.71,-77.38,98.65,140.89,177.93,111.7
42,41,-80.8,-76.92,-77.4,-71.49,97.84,145.16,194.25,104.01
42,42,-75.07,-79.33,-60.35,-72.5,94.58,149.07,153.24,105.2
42,43,-77.07,-81.6,-71.17,-73.15,96.74,155.24,176.57,106.44
42,44,-72.5,-73.18,-72.38,-81.61,95.39,142.04,170.49,117.18
42,45,-83.27,-78.0,-74.9,-74.62,106.82,150.42,184.63,111.21
42,46,-79.66,-80.72,-75.57,-69.5,105.72,152.52,186.63,111.42
42,47,-80.19,-86.4,-79.66,-76.53,100.67,-1.0,190.56,113.16
42,48,-76.26,-79.29,-71.39,-81.75,95.99,151.16,185.09,123.68
42,49,-82.21,-73.59,-69.95,-76.77,104.69,144.81,181.15,111.77
42,50,-80.59,-76.44,-74.2,-76.54,106.29,139.01,187.11,111.08
42,51,-74.48,-82.7,-77.87,-81.57,93.71,143.4,182.82,123.61
42,52,-73.95,-79.89,-75.44,-67.91,100.14,152.0,181.46,105.95
42,53,-75.33,-79.6,-71.29,-73.24,98.64,138.88,179.43,107.05
42,54,-73.29,-78.92,-70.74,-73.66,93.2,139.34,170.66,114.61
42,55,-69.5,-75.74,-76.38,-75.87,91.04,139.57,175.71,112.19
42,56,-74.67,-84.29,-74.05,-73.73,94.88,149.58,183.88,109.34
42,57,-75.12,-81.66,-73.25,-69.55,99.07,149.9,178.78,103.15
42,58,-70.51,-80.96,-71.81,-83.48,93.56,146.98,174.88,121.42
42,59,-74.16,-84.11,-81.17,-77.57,98.75,148.52,185.91,119.03
42,60,-69.87,-73.2,-69.31,-77.62,93.11,139.72,177.55,114.19
42,61,-77.28,-74.52,-78.27,-73.55,98.14,140.43,189.66,105.85
42,62,-74.16,-73.9,-69.76,-77.9,100.83,142.24,178.27,114.76
42,63,-81.94,-79.26,-80.95,-80.87,108.25,147.44,200.54,113.25
42,64,-76.13,-77.49,-73.46,-79.17,101.45,143.41,176.48,112.85
42,65,-71.28,-79.9,-75.93,-76.73,94.35,145.55,176.06,116.62
42,66,-75.8,-78.2,-73.68,-78.87,103.2,139.92,177.43,120.72
42,67,-70.83,-84.41,-72.34,-72.43,95.79,154.03,173.15,110.15
42,68,-77.34,-79.89,-76.04,-67.15,95.66,151.12,180.46,104.93
42,69,-74.75,-81.34,-74.65,-71.87,94.5,152.45,181.72,108.65
42,70,-72.07,-82.73,-79.4,-72.21,99.3,143.1,194.95,107.6
42,71,-74.43,-72.34,-67.47,-73.13,96.02,132.47,177.35,110.88
42,72,-81.44,-83.12,-76.33,-70.31,101.2,156.89,182.38,103.82
42,73,-71.21,-82.6,-77.55,-80.28,97.11,153.27,186.86,113.83
42,74,-68.34,-77.29,-70.89,-77.02,93.19,140.81,171.02,115.16
42,75,-79.85,-78.23,-75.98,-72.9,103.53,139.23,185.29,109.41
42,76,-73.33,-72.11,-81.24,-80.42,92.79,132.47,195.12,113.91
42,77,-74.6,-72.73,-72.52,-79.21,98.14,134.64,175.85,116.6
42,78,-69.82,-80.91,-78.04,-78.84,90.08,147.31,193.55,114.11
42,79,-74.59,-79.2,-67.85,-78.79,102.25,143.71,176.61,115.95
42,80,-75.83,-80.12,-74.06,-75.44,103.05,148.71,175.89,109.38
42,81,-71.32,-79.71,-70.08,-80.45,97.27,140.2,167.35,117.72
42,82,-67.61,-68.41,-69.43,-82.45,95.7,130.7,171.43,117.22
42,83,-78.78,-82.52,-83.9,-79.41,96.56,142.27,192.39,119.17
42,84,-77.21,-71.02,-64.18,-65.09,95.6,132.1,161.89,99.72
42,85,-76.24,-75.25,-74.93,-70.47,103.33,146.91,183.1,103.14
42,86,-74.18,-76.25,-71.44,-76.27,95.05,146.31,175.9,109.95
42,87,-78.98,-85.72,-71.86,-73.03,105.14,-1.0,183.44,110.17
42,88,-73.9,-70.69,-76.52,-70.89,100.24,134.41,190.63,107.0
42,89,-73.52,-74.54,-72.35,-76.22,93.71,133.6,174.27,117.12
42,90,-72.77,-74.95,-79.03,-71.53,99.27,141.22,195.29,106.45
42,91,-72.28,-70.81,-74.42,-76.01,98.19,140.67,176.93,109.22
42,92,-76.03,-76.98,-70.39,-76.76,94.07,138.36,167.61,109.64
42,93,-66.04,-73.26,-76.24,-76.39,90.68,136.21,177.35,108.05
42,94,-75.94,-73.57,-73.37,-77.52,98.44,133.5,173.19,114.57
42,95,-70.2,-74.27,-71.71,-69.36,91.55,143.4,177.41,102.73
42,96,-73.74,-84.05,-76.39,-73.94,96.73,145.92,180.93,111.91
42,97,-73.09,-81.01,-68.37,-78.44,96.28,145.79,169.65,110.43
42,98,-70.36,-75.89,-74.86,-77.82,96.42,138.76,180.17,111.47
42,99,-80.79,-72.07,-68.81,-75.7,100.29,142.44,171.2,110.39
42,100,-72.27,-83.86,-69.43,-70.04,93.03,147.57,175.32,108.12
42,101,-75.64,-71.38,-69.93,-81.68,100.03,136.72,166.77,114.48
42,102,-78.24,-76.16,-73.41,-74.16,95.72,139.57,178.3,112.51
42,103,-71.94,-75.94,-76.64,-73.76,96.82,145.14,176.56,105.87
42,104,-72.29,-73.86,-72.27,-77.85,91.89,140.58,175.95,118.36
42,105,-82.36,-75.42,-78.95,-78.88,107.75,141.61,194.63,113.81
42,106,-74.98,-71.74,-71.28,-77.93,96.12,131.66,172.4,120.08
42,107,-72.51,-76.35,-69.25,-76.07,97.36,140.88,172.69,115.96
42,108,-74.14,-72.88,-76.15,-77.26,96.13,142.61,178.52,114.13
42,109,-73.25,-80.23,-72.83,-74.44,92.02,151.83,185.32,114.45
42,110,-71.97,-71.29,-77.35,-77.06,95.9,133.27,186.16,112.58
42,111,-74.29,-77.28,-65.39,-77.79,96.97,140.17,171.28,118.67
42,112,-70.67,-77.18,-78.81,-72.85,90.56,143.87,184.21,112.16
42,113,-73.55,-77.57,-74.25,-69.36,94.99,147.77,174.65,106.48
42,114,-76.37,-79.93,-72.53,-70.89,94.2,140.78,184.74,103.82
42,115,-73.31,-75.4,-75.2,-73.83,99.67,133.87,189.12,106.51
42,116,-75.18,-83.3,-71.44,-73.39,98.74,148.07,181.46,115.85
42,117,-70.69,-75.71,-77.57,-75.23,92.82,134.68,194.83,115.46
42,118,-73.76,-69.81,-77.38,-76.81,95.17,138.94,178.87,118.2
42,119,-76.92,-71.02,-72.98,-77.66,95.42,131.41,183.58,117.9
42,120,-76.66,-74.03,-74.95,-77.15,97.73,140.26,182.74,118.57
42,121,-70.79,-72.08,-73.7,-79.37,91.24,131.31,188.53,110.59
42,122,-77.15,-81.74,-72.49,-74.02,95.92,154.23,179.0,109.09
42,123,-80.4,-78.48,-69.46,-77.48,102.29,138.86,180.0,113.78
42,124,-73.95,-80.18,-70.65,-74.4,94.93,144.62,182.35,110.04
42,125,-72.42,-74.66,-75.43,-72.7,93.64,140.24,183.4,111.59
42,126,-76.65,-73.87,-78.56,-68.42,102.45,142.43,185.73,101.4
42,127,-70.06,-78.05,-68.52,-71.27,93.3,148.3,165.87,113.58
42,128,-77.55,-74.05,-70.54,-72.09,102.01,133.6,175.76,107.0
42,129,-68.04,-78.53,-67.61,-81.2,90.37,142.07,166.63,118.05
42,130,-73.26,-72.53,-69.69,-78.38,95.5,135.71,171.96,120.72
42,131,-75.89,-75.16,-66.07,-79.05,100.41,136.43,162.56,111.07
42,132,-74.37,-78.23,-80.17,-68.79,99.96,138.49,197.81,109.08
42,133,-75.53,-80.44,-72.91,-74.96,97.55,140.18,175.1,106.74
42,134,-77.84,-77.94,-67.38,-78.27,99.04,140.73,174.1,114.69
42,135,-67.14,-77.19,-68.79,-76.95,93.88,136.94,172.24,116.88
42,136,-79.98,-83.35,-69.3,-78.43,107.28,143.68,170.76,110.83
42,137,-82.3,-74.84,-80.15,-73.85,99.33,133.56,190.35,109.23
42,138,-75.02,-77.0,-77.74,-69.98,101.47,141.93,190.47,108.14
42,139,-72.46,-77.36,-72.94,-74.36,98.03,148.31,177.6,116.94
42,140,-69.15,-73.26,-76.98,-70.11,93.37,134.17,182.31,102.84
42,141,-78.15,-88.09,-69.87,-67.72,102.09,-1.0,166.55,100.05
42,142,-70.15,-67.35,-73.43,-76.41,98.37,129.02,186.37,109.98
42,143,-76.74,-82.21,-75.86,-73.09,103.27,145.95,189.49,109.53
42,144,-81.62,-80.06,-63.83,-78.81,103.69,143.31,169.78,117.37
42,145,-70.46,-84.08,-72.75,-77.9,95.13,146.87,171.0,115.3
42,146,-82.4,-78.56,-74.89,-79.32,99.11,149.45,180.66,116.26
42,147,-74.6,-84.41,-69.34,-74.12,93.86,150.33,172.91,106.17
42,148,-70.77,-75.61,-71.61,-75.47,93.95,134.31,170.22,116.95
42,149,-72.78,-78.31,-72.97,-80.05,100.23,139.13,186.71,115.43
42,150,-73.63,-77.85,-76.52,-74.22,100.25,141.09,183.96,113.18
42,151,-72.45,-82.2,-71.51,-69.49,98.13,146.58,183.82,104.84
42,152,-71.33,-69.2,-70.57,-80.22,91.86,132.85,182.84,112.72
42,153,-74.14,-72.15,-78.1,-73.27,99.95,137.91,190.77,109.8
42,154,-75.42,-77.45,-67.51,-70.97,99.24,148.02,176.7,103.32
42,155,-77.38,-79.39,-82.64,-68.53,98.6,146.79,188.09,102.94
42,156,-77.71,-74.88,-71.68,-70.86,103.09,145.21,169.08,103.75
42,157,-76.38,-75.38,-70.19,-72.7,98.03,139.13,172.04,105.42
42,158,-70.68,-78.1,-69.91,-70.85,90.86,136.66,175.66,104.61
42,159,-74.36,-76.09,-69.52,-67.46,99.25,146.01,167.49,107.3
42,160,-75.88,-70.42,-75.0,-77.95,103.05,133.97,174.67,120.49
42,161,-79.97,-82.65,-77.53,-73.89,102.64,146.99,186.45,106.11
42,162,-76.99,-72.45,-71.26,-69.89,103.57,140.56,172.73,102.48
42,163,-75.85,-75.61,-74.73,-80.96,96.24,141.56,176.14,118.6
42,164,-76.4,-79.51,-70.26,-71.06,99.52,140.86,180.65,111.78
42,165,-72.56,-66.07,-72.84,-74.31,93.13,129.85,176.44,107.1
42,166,-72.53,-81.35,-71.65,-78.96,97.46,146.33,175.77,115.31
42,167,-70.53,-74.64,-73.04,-84.71,93.61,138.54,177.51,122.11
42,168,-76.26,-77.88,-81.23,-73.67,103.14,137.85,201.06,107.13
42,169,-73.11,-77.37,-80.46,-70.77,93.34,147.24,186.35,109.85
42,170,-73.45,-77.31,-70.14,-76.23,96.75,137.83,181.33,116.42
42,171,-79.5,-77.07,-76.1,-78.93,106.79,142.18,181.03,110.15
42,172,-75.34,-82.22,-66.63,-79.62,100.12,153.8,173.94,111.75
42,173,-70.2,-67.62,-72.17,-84.2,91.57,126.4,169.22,123.55
42,174,-68.06,-79.51,-75.59,-71.91,92.65,147.7,178.47,107.29
42,175,-68.31,-74.96,-72.44,-72.06,88.39,144.16,183.22,109.21
42,176,-77.8,-83.66,-78.74,-81.86,98.88,143.72,183.99,121.27
42,177,-73.66,-82.17,-76.01,-73.02,96.27,147.1,187.76,107.28
42,178,-76.38,-78.85,-73.3,-73.85,95.43,150.85,182.86,111.85
42,179,-71.52,-77.86,-76.64,-72.11,90.99,145.31,188.57,110.3
42,180,-77.86,-81.09,-73.28,-76.33,98.49,151.56,175.67,110.12
42,181,-74.63,-79.57,-74.21,-70.55,94.53,140.98,183.26,104.37
42,182,-77.82,-76.16,-70.54,-70.89,98.81,144.96,177.54,110.03
42,183,-75.01,-74.24,-64.68,-74.78,94.84,133.38,168.29,110.63
42,184,-79.01,-76.29,-78.67,-75.71,100.5,147.08,180.66,110.24
42,185,-75.89,-78.15,-70.1,-75.56,101.9,139.17,177.43,113.24
42,186,-77.97,-77.77,-78.32,-67.81,97.42,146.14,184.59,104.39
42,187,-80.33,-73.04,-73.82,-73.88,98.83,135.79,174.17,116.17
42,188,-75.44,-72.96,-70.11,-76.26,96.77,134.27,169.54,111.19
42,189,-74.89,-77.85,-75.54,-75.9,97.69,138.68,187.11,109.63
42,190,-75.9,-80.98,-66.7,-71.53,98.57,145.87,167.54,104.13
42,191,-73.73,-85.48,-76.62,-76.67,93.76,-1.0,188.52,115.74
42,192,-80.3,-71.23,-77.59,-71.89,100.39,141.0,180.72,113.24
42,193,-73.29,-81.81,-68.0,-83.96,98.01,141.3,165.28,114.93
42,194,-76.43,-75.04,-76.74,-78.06,101.93,145.71,185.42,113.18
42,195,-72.09,-75.54,-76.45,-79.54,97.72,134.02,185.47,119.44
42,196,-72.09,-78.17,-77.18,-79.75,93.1,139.03,193.81,117.72
42,197,-71.87,-79.89,-75.37,-73.36,93.84,146.44,189.45,105.94
42,198,-70.58,-75.19,-71.43,-78.8,92.99,144.4,174.4,114.89
42,199,-75.8,-79.8,-80.65,-73.38,95.48,150.54,190.31,115.05
42,200,-76.33,-77.87,-82.64,-74.92,101.26,143.27,201.81,108.7
43,1,-81.71,-76.39,-77.64,-67.33,107.47,138.32,179.09,107.24
43,2,-80.89,-70.36,-73.29,-71.69,99.43,130.18,176.99,105.07
43,3,-82.97,-81.8,-67.89,-70.77,109.72,152.74,165.74,111.01
43,4,-69.99,-73.52,-86.35,-72.34,90.57,138.69,-1.0,104.99
43,5,-78.27,-74.01,-71.94,-80.57,103.68,142.06,181.77,123.1
43,6,-77.63,-74.96,-75.24,-69.54,97.83,142.39,190.51,106.28
43,7,-78.92,-71.02,-71.82,-75.41,99.57,129.85,175.87,108.39
43,8,-73.07,-73.24,-82.07,-70.38,93.59,141.22,194.98,103.12
43,9,-69.12,-69.91,-74.65,-76.32,93.77,128.54,177.91,111.86
43,10,-77.0,-78.65,-76.2,-73.82,97.74,145.11,188.25,111.07
43,11,-78.27,-77.4,-77.97,-76.2,98.16,144.83,180.98,115.25
43,12,-72.31,-76.43,-70.72,-74.8,97.6,137.54,181.91,107.04
43,13,-74.24,-72.02,-72.79,-79.93,92.62,137.01,185.88,119.42
43,14,-86.2,-79.49,-76.87,-71.01,-1.0,141.99,192.55,109.6
43,15,-76.88,-81.61,-80.56,-76.22,102.37,151.07,199.89,109.35
43,16,-81.27,-68.34,-76.32,-74.21,107.03,131.42,187.42,112.85
43,17,-79.04,-74.53,-69.0,-83.93,97.65,136.4,164.2,123.49
43,18,-76.97,-73.01,-74.17,-72.71,99.34,133.34,174.93,114.64
43,19,-75.95,-80.32,-77.88,-79.11,100.02,139.23,185.47,112.34
43,20,-79.02,-71.56,-77.21,-76.47,97.78,131.1,177.53,118.41
43,21,-72.57,-75.82,-80.54,-71.17,94.98,137.17,192.23,104.27
43,22,-70.32,-72.59,-75.5,-74.47,93.07,142.46,189.94,113.15
43,23,-76.31,-68.55,-75.64,-86.5,102.74,129.61,190.53,-1.0
43,24,-86.85,-76.4,-74.55,-74.58,-1.0,141.23,182.59,108.39
43,25,-72.81,-72.48,-77.02,-70.72,93.56,139.0,187.23,110.62
43,26,-72.23,-70.55,-72.67,-70.11,98.34,130.77,170.59,108.03
43,27,-83.35,-69.86,-71.92,-87.38,101.31,139.74,170.5,-1.0
43,28,-73.99,-74.22,-75.84,-69.0,98.99,145.86,183.81,108.71
43,29,-68.22,-73.1,-75.66,-75.1,90.51,134.03,177.72,116.05
43,30,-75.67,-76.23,-76.76,-75.22,95.7,139.02,189.48,109.66
43,31,-74.72,-74.15,-76.99,-73.2,99.83,132.26,189.29,106.33
43,32,-74.99,-75.45,-74.6,-78.32,98.21,136.63,174.21,114.79
43,33,-75.05,-75.33,-79.51,-71.86,98.14,139.13,190.71,107.99
43,34,-79.7,-73.93,-80.23,-71.26,99.47,136.28,196.74,113.79
43,35,-70.25,-63.28,-74.5,-75.51,91.3,130.25,172.5,110.67
43,36,-78.76,-76.59,-68.8,-77.3,105.65,147.78,167.18,112.28
43,37,-76.8,-72.54,-75.85,-78.32,96.49,141.5,176.58,118.78
43,38,-72.8,-67.41,-69.82,-77.57,100.05,124.77,168.89,116.07
43,39,-79.34,-77.47,-73.21,-69.11,100.01,145.98,173.78,103.48
43,40,-83.31,-72.68,-74.23,-75.73,107.41,135.53,173.61,117.46
43,41,-72.76,-67.47,-79.17,-65.0,97.1,128.12,191.23,103.74
43,42,-80.36,-76.08,-75.08,-72.66,97.88,141.43,177.53,108.85
43,43,-83.08,-79.08,-79.59,-72.07,102.89,149.1,180.38,107.0
43,44,-76.57,-74.62,-79.5,-68.0,99.83,133.63,197.1,105.42
43,45,-81.77,-73.33,-78.44,-71.68,101.8,132.75,188.57,112.68
43,46,-78.7,-71.81,-71.72,-75.1,100.84,137.04,174.08,110.97
43,47,-72.18,-80.95,-71.8,-73.59,93.64,152.22,175.18,107.92
43,48,-80.38,-76.87,-76.02,-74.76,105.45,138.3,192.65,117.13
43,49,-81.22,-75.83,-80.33,-71.69,107.72,144.92,182.38,104.39
43,50,-77.05,-75.81,-77.28,-68.35,99.24,139.68,185.43,103.06
43,51,-77.05,-83.48,-77.09,-78.19,100.88,155.52,184.55,109.52
43,52,-79.71,-72.5,-69.07,-76.15,104.84,137.83,172.03,111.55
43,53,-78.02,-79.53,-76.23,-76.15,99.6,144.9,189.98,117.64
43,54,-77.69,-74.86,-78.69,-76.96,102.2,144.05,196.29,116.25
43,55,-73.79,-78.85,-77.72,-77.27,100.88,137.6,191.66,118.14
43,56,-75.91,-76.04,-77.93,-73.87,97.14,143.76,180.93,107.75
43,57,-82.91,-77.53,-83.43,-68.8,109.6,138.07,186.12,104.6
43,58,-78.18,-72.53,-74.8,-66.46,105.6,137.21,187.76,106.28
43,59,-69.07,-66.08,-75.61,-70.95,92.81,135.37,189.13,106.76
43,60,-74.75,-80.16,-77.12,-73.24,100.95,147.43,183.76,113.35
43,61,-69.55,-76.21,-81.65,-72.72,95.74,137.12,186.19,112.52
43,62,-77.23,-67.5,-68.32,-75.47,99.64,127.05,177.81,113.28
43,63,-82.65,-74.83,-80.92,-73.8,107.73,139.77,188.97,105.6
43,64,-74.11,-75.82,-73.17,-77.49,95.27,146.77,174.82,114.86
43,65,-79.27,-74.6,-80.88,-73.78,98.44,140.91,183.59,112.37
43,66,-73.25,-68.01,-74.68,-67.18,97.73,125.82,179.28,109.1
43,67,-76.99,-72.66,-81.7,-71.79,96.55,136.8,199.69,112.17
43,68,-80.23,-73.82,-75.42,-66.65,107.27,137.95,179.01,103.87
43,69,-70.96,-71.89,-82.89,-71.34,90.54,131.92,188.17,108.05
43,70,-77.99,-80.17,-70.44,-74.2,97.35,139.91,174.89,109.58
43,71,-74.66,-68.94,-74.88,-76.12,96.9,127.34,178.65,108.2
43,72,-74.58,-69.98,-74.39,-72.91,96.06,139.46,172.89,106.97
43,73,-79.82,-74.78,-80.02,-73.9,106.63,144.96,198.77,108.91
43,74,-79.27,-75.02,-75.01,-77.33,100.03,145.7,185.6,119.62
43,75,-71.8,-80.34,-72.87,-73.05,94.35,142.75,180.31,107.65
43,76,-71.69,-69.52,-79.66,-77.51,99.77,128.31,184.97,109.46
43,77,-76.45,-78.09,-78.36,-75.3,96.84,147.6,195.33,115.75
43,78,-76.4,-76.61,-81.39,-76.25,99.81,144.53,185.44,111.58
43,79,-80.21,-78.57,-72.41,-71.71,102.18,143.3,170.82,106.0
43,80,-74.18,-82.09,-75.2,-72.12,94.46,147.0,174.76,112.02
43,81,-84.93,-76.23,-78.01,-70.71,105.01,143.52,187.73,104.21
43,82,-77.12,-64.47,-81.01,-76.46,101.85,126.15,191.1,110.96
43,83,-77.95,-72.02,-73.8,-72.91,105.05,131.13,178.48,115.06
43,84,-76.68,-84.63,-73.34,-72.14,96.68,150.79,172.99,111.62
43,85,-70.84,-77.39,-70.8,-70.54,97.28,137.0,180.01,104.45
43,86,-77.59,-75.6,-74.86,-83.26,100.34,136.82,179.58,116.81
43,87,-66.31,-77.22,-76.72,-76.26,89.55,146.3,183.9,118.01
43,88,-69.85,-75.43,-82.82,-69.78,91.81,139.41,199.7,103.92
43,89,-74.25,-71.17,-73.42,-75.33,97.13,133.09,187.9,116.75
43,90,-78.66,-75.7,-79.54,-69.31,101.69,134.97,188.27,108.53
43,91,-71.19,-70.81,-79.63,-76.24,93.54,138.03,188.87,116.15
43,92,-68.84,-80.0,-79.21,-76.59,92.7,150.09,197.26,114.9
43,93,-79.21,-73.43,-73.53,-74.49,96.86,135.4,173.14,107.54
43,94,-71.76,-71.54,-82.63,-74.74,96.6,140.76,195.48,112.62
43,95,-73.78,-75.22,-71.89,-68.32,100.46,138.44,171.61,108.14
43,96,-79.79,-71.4,-72.69,-77.34,103.64,133.49,173.1,116.83
43,97,-76.95,-69.66,-76.14,-75.49,98.45,134.19,188.96,116.16
43,98,-87.49,-76.77,-76.16,-74.31,-1.0,148.16,191.38,111.16
43,99,-74.54,-78.45,-81.41,-76.79,98.83,141.51,198.6,113.78
43,100,-71.39,-76.91,-84.04,-73.87,94.91,138.77,188.9,108.76
43,101,-78.86,-70.99,-78.09,-67.42,102.66,132.25,183.88,109.61
43,102,-75.79,-76.16,-72.93,-74.2,97.3,138.1,183.3,115.85
43,103,-74.13,-78.59,-81.47,-73.65,102.09,150.18,188.37,114.27
43,104,-81.57,-73.44,-74.73,-76.8,106.27,133.4,181.45,119.18
43,105,-79.63,-76.39,-77.21,-73.08,101.91,148.41,193.32,109.36
43,106,-79.39,-71.35,-80.35,-75.29,99.62,141.78,183.88,107.85
43,107,-79.67,-75.94,-76.73,-68.31,99.51,146.7,186.74,102.8
43,108,-75.14,-73.92,-71.52,-73.78,96.57,134.94,181.81,114.57
43,109,-71.28,-73.19,-74.72,-71.93,94.61,144.68,186.59,110.74
43,110,-77.47,-81.03,-71.27,-73.02,95.51,153.47,176.47,104.77
43,111,-81.45,-73.19,-79.16,-73.27,103.53,134.59,195.99,115.22
43,112,-69.49,-81.55,-70.12,-68.97,95.45,150.6,176.19,101.18
